00,Term Recognition Using Technical Dictionary Hierarchy,3
00,Mapping WordNets Using Structural Information,37
00,Automatic Labeling of Semantic Roles,0
00,Feature Logic for Dotted Types: A Formalism for Complex Word Meanings,2
00,PENS: A Machine-aided English Writing System for Chinese Users,3
00,Diagnostic Processing of Japanese for Computer-Assisted Second Language Learning,3
00,Word Sense Disambiguation by Learning from Unlabeled Data,9
00,Importance of Pronominal Anaphora Resolution in Question Answering Systems,16
00,The Structure and Performance of an Open-Domain Question Answering System,75
00,Dimension-Reduced Estimation of Word Co-occurrence Probability,1
00,Distribution-Based Pruning of Backoff Language Models,9
01,Improvement of a Whole Sentence Maximum Entropy Language Model Using Grammatical Features,2
01,"Low-cost, High-performance Translation Retrieval: Dumber is Better",5
01,Scaling to Very Very Large Corpora for Natural Language Disambiguation,134
01,Evaluation Tool for Rule-based Anaphora Resolution Methods,19
01,Guided Parsing of Range Concatenation Languages,5
01,Extracting Paraphrases from a Parallel Corpus,157
01,Alternative Phrases and Natural Language Information Retrieval,7
01,What is the Minimal Set of Fragments that Achieves Maximal Parse Accuracy?,39
01,Underspecified Beta Reduction,10
01,Detecting Problematic Turns in Human-Machine Interactions: Rule-induction Versus Memory-based Learning Approaches,16
01,Chinese Text Segmentation With MBDP-1: Making the Most of Training Corpora,8
01,Towards Automatic Classification of Discourse Elements in Essays,25
01,From RAGS to RICHES: Exploiting the Potential of a Flexible Generation Architecture,12
01,Non-Verbal Cues for Discourse Structure,95
01,Immediate-Head Parsing for Language Models,183
01,Constraints on Strong Generative Power,6
01,An Algebra for Semantic Construction in Constraint-based Grammars,85
01,A Machine Learning Approach to the Automatic Evaluation of Machine Translation,33
01,Grammars for Local and Long Dependencies,3
01,Practical Issues in Compiling Typed Unification Grammars for Speech Recognition,20
01,Empirically Estimating Order Constraints for Content Planning in Generation,20
01,Topological Dependency Trees: A Constraint-Based Account of Linear Precedence,60
01,Methods for the Qualitative Evaluation of Lexical Association Measures,70
01,Organizing Encyclopedic Knowledge based on the Web and its Application to Question Answering,13
01,Refined Lexicon Models for Statistical Machine Translation using a Maximum Entropy Approach,21
01,Generating with a Grammar Based on Tree Descriptions: a Constraint-Based Approach,8
01,Word Order in German: A Formal Dependency Grammar Using a Topological Hierarchy,29
01,Fast Decoding and Optimal Decoding for Machine Translation,141
01,Resolving Ellipsis in Clarification,28
01,Mapping Lexical Entries in a Verbs Database to WordNet Senses,6
01,Towards Abstract Categorial Grammars,57
01,XML-Based Data Preparation for Robust Deep Parsing,20
01,Serial Combination of Rules and Statistics: A Case Study in Czech Tagging,12
01,Topic-focus and Salience,3
01,The Role of Lexico-Semantic Feedback in Open-Domain Textual Question-Answering,54
01,Generation of VP Ellipsis: A Corpus-Based Approach,7
01,Information Extraction from Voicemail,16
01,A Common Framework for Syntactic Annotation,19
01,Japanese Named Entity Recognition based on a Simple Rule Generator and Decision Tree Learning,18
01,Joint and Conditional Estimation of Tagging and Parsing Models,33
01,A Language Independent Shallow-Parser Compiler,10
01,"Parsing with Treebank Grammars: Empirical Bounds, Theoretical Models, and the Structure of the Penn Treebank",19
01,From Chunks to Function-Argument Structure: A Similarity-Based Approach,10
01,Evaluating Smoothing Algorithms against Plausibility Judgements,10
01,Extending Lambek Grammars: a Logical Account of Minimalist Grammars,17
01,Predicting User Reactions to System Error,21
01,Building Semantic Perceptron Net for Topic Spotting,21
01,Towards a Unified Approach to Memory- and Statistical-Based Machine Translation,44
01,Error Profiling: Toward a Model of English Acquisition for Deaf Learners,6
01,Logic Form Transformation of WordNet and its Applicability to Question Answering,64
01,Automatic Detection of Syllable Boundaries Combining the Advantages of Treebank and Bracketed Corpora Training,10
01,Tractability and Structural Closures in Attribute Logic Type Signatures,2
01,Using Machine Learning to Maintain Rule-based Named-Entity Recognition and Classification Systems,12
01,Evaluating a Trainable Sentence Planner for a Spoken Dialogue System,12
01,Using a Randomised Controlled Clinical Trial to Evaluate an NLG System,13
02,Parameter Estimation for Probabilistic Finite-State Transducers,53
02,Sequential Conditional Generalized Iterative Scaling,44
02,Generation as Dependency Parsing,38
02,Machine-learned contexts for linguistic operations in German sentence realization,13
02,Performance Issues and Error Analysis in an Open-Domain Question Answering System,76
02,Learning surface text patterns for a Question Answering System,298
02,OT Syntax -- Decidability of Generation-based Optimization,7
02,Phonological Comprehension and the Compilation of Optimality Theory,2
02,Generalized Encoding of Description Spaces and its Application to Typed Feature Structures,2
02,Ellipsis Resolution with Underspecified Scope,4
02,Resolving Pronominal Reference to Abstract Entities,47
02,Pronominalization in Generated Discourse and Dialogue,8
02,Generating Minimal Definite Descriptions,46
02,Improving Machine Learning Approaches to Coreference Resolution,180
02,Parsing non-recursive CFGs,3
02,Active Learning for Statistical Natural Language Parsing,59
02,A Generative Constituent-Context Model for Improved Grammar Induction,76
02,A Simple Pattern-matching Algorithm for Recovering Empty Nodes and their Antecedents,42
02,Pronunciation Modeling for Improved Spelling Correction,37
02,Measuring Text Reuse,18
02,Semi-Supervised Maximum Entropy Based Approach to Acronym and Abbreviation Normalization in Medical Texts,45
02,GATE: an Architecture for Development of Robust HLT applications,46
02,Improving Language Model Size Reduction using Better Pruning Criteria,8
02,Exploring Asymmetric Clustering for Statistical Language Modeling,9
02,A Study on Richer Syntactic Dependencies for Structured Language Modeling,22
02,Entropy Rate Constancy in Text,17
02,A Multilingual Paradigm for Automatic Verb Classification,16
02,Verb Paraphrase based on Case Frame Alignment,12
02,Inducing German Semantic Verb Classes from Purely Syntactic Subcategorisation Information,30
02,Scaling Context Space,31
02,The Necessity of Parsing for Predicate Argument Recognition,77
02,"The Descent of Hierarchy, and Selection in Relational Semantics",38
02,An Unsupervised Method for Word Sense Tagging using Parallel Corpora,83
02,"New Ranking Algorithms for Parsing and Tagging: Kernels over Discrete Structures, and the Voted Perceptron",204
02,Parsing the Wall Street Journal using a Lexical-Functional Grammar and Discriminative Estimation Techniques,150
02,Dynamic programming for parsing and estimation of stochastic unification-based grammars,44
02,Markov Parsing: Lattice Rescoring with a Statistical Parser,6
02,Discriminative Training and Maximum Entropy Models for Statistical Machine Translation,400
02,A Decoder for Syntax-based Statistical MT,55
02,Bleu: a Method for Automatic Evaluation of Machine Translation,1272
02,Coupling CCG and Hybrid Logic Dependency Semantics,45
02,Building Deep Dependency Structures using a Wide-Coverage CCG Parser,11
02,Generative Models for Statistical Parsing with Combinatory Categorial Grammar,70
02,Word Translation Disambiguation Using Bilingual Bootstrapping,50
02,Applying Co-Training to Reference Resolution,36
02,Bootstrapping,0
02,An Unsupervised Approach to Recognizing Discourse Relations,98
02,MATCH: An Architecture for Multimodal Dialogue Systems,125
02,What's the Trouble: Automatically Identifying Problematic Dialogues in DARPA Communicator Dialogue Systems,7
02,Evaluating Translational Correspondence using Annotation Projection,62
02,Translating Named Entities Using Monolingual and Bilingual Resources,66
02,Using Similarity Scoring to Improve the Bilingual Dictionary for Sub-sentential Alignment,2
02,Thumbs Up or Thumbs Down? Semantic Orientation Applied to Unsupervised Classification of Reviews,627
02,Is It the Right Answer? Exploiting Web Redundancy for Answer Validation,80
02,Shallow Parsing on the Basis of Words Only: A Case Study,5
02,An Integrated Archictecture for Shallow and Deep Processing,10
02,A Noisy-Channel Model for Document Compression,26
02,From Single to Multi-document Summarization,64
02,Supervised Ranking in Open-Domain Text Summarization,3
02,Named Entity Recognition using an HMM-based Chunk Tagger,125
02,Teaching a Weaker Classifier: Named Entity Recognition on Upper Case Text,7
02,Ranking Algorithms for Named Entity Extraction: Boosting and the VotedPerceptron,102
02,Revision Learning and its Application to Part-of-Speech Tagging,19
02,An Empirical Study of Active Learning with Support Vector Machines forJapanese Word Segmentation,15
02,Memory-Based Learning of Morphology with Stochastic Transducers,12
03,Front Matter,1
03,Offline Strategies for Online Question Answering: Answering Questions Before They Are Asked,84
03,Using Predicate-Argument Structures for Information Extraction,127
03,A Noisy-Channel Approach to Question Answering,53
03,Fast Methods for Kernel-Based Text Analysis,69
03,Hierarchical Directed Acyclic Graph Kernel: Methods for Structured Natural Language Data,26
03,Generalized Algorithms for Constructing Statistical Language Models,27
03,Improving Subcategorization Acquisition Using Word Sense Disambiguation,16
03,Syntactic Features and Word Similarity for Supervised Metonymy Resolution,22
03,Clustering Polysemic Subcategorization Frame Distributions Semantically,42
03,Reliable Measures for Aligning Japanese-English News Articles and Sentences,59
03,Loosely Tree-Based Alignment for Machine Translation,93
03,A Probability Model to Improve Word Alignment,58
03,Probabilistic Parsing for German Using Sister-Head Dependencies,59
03,Integrated Shallow and Deep Parsing: TopP Meets HPSG,24
03,Combining Deep and Shallow Approaches in Parsing German,7
03,Synonymous Collocation Extraction Using Translation Information,14
03,Constructing Semantic Space Models from Parsed Corpora,20
03,Orthogonal Negation in Vector Spaces for Modelling Word-Meanings and Document Retrieval,35
03,A Comparative Study on Reordering Constraints in Statistical Machine Translation,43
03,tRuEcasIng,1
03,Minimum Error Rate Training in Statistical Machine Translation,681
03,A Machine Learning Approach to Pronoun Resolution in Spoken Dialogue,42
03,Coreference Resolution Using Competition Learning Approach ,56
03,Generating Parallel Multilingual LFG-TAG Grammars from a MetaGrammar,1
03,Compounding and Derivational Morphology in a Finite-State Setting,0
03,A Tabulation-Based Parsing Method that Reduces Copying,8
03,Recognizing Expressions of Commonsense Psychology in English Text,18
03,Closing the Gap: Learning-Based Information Extraction Rivaling Knowledge-Engineering Methods,19
03,An Improved Extraction Pattern Representation Model for Automatic IE Pattern Acquisition,0
03,Optimizing Story Link Detection is not Equivalent to Optimizing New Event Detection,0
03,Corpus-Based Discourse Understanding in Spoken Dialogue Systems,0
03,Extracting Key Semantic Terms from Chinese Speech Query for Web Searches,0
03,Flexible Guidance Generation Using User Model in Spoken Dialogue Systems,0
03,Integrating Discourse Markers into a Pipelined Natural Language Generation Architecture,2
03,Improved Source-Channel Models for Chinese Word Segmentation,35
03,Unsupervised Segmentation of Words Using Prior Distributions of Morph Length and Frequency,34
03,Parametric Models of Linguistic Count Data,10
03,Self-Organizing Markov Models and Their Application to Part-of-Speech Tagging,2
03,Chunk-Based Statistical Translation,16
03,Feature-Rich Statistical Translation of Noun Phrases,27
03,Effective Phrase Translation Extraction from Alignment Models,35
03,Uncertainty Reduction in Collaborative Bootstrapping: Measure and Algorithm,4
03,A Bootstrapping Approach to Named Entity Classification Using Successive Learners,19
03,Counter-Training in Discovery of Semantic Patterns,51
03,k-Valued Non-Associative Lambek Categorial Grammars are not Learnable from Strings,1
03,Parsing with Generative Models of Predicate-Argument Structure,35
03,Bridging the Gap Between Underspecification Formalisms: Minimal Recursion Semantics as Dominance Constraints,21
03,Evaluation Challenges in Large-Scale Document Summarization,32
03,Analysis of Source Identified Text Corpora: Exploring the Statistics of the Reused Text and Authorship,1
03,Unsupervised Learning of Arabic Stemming Using a Parallel Corpus,20
03,Language Model Based Arabic Word Segmentation,47
03,Acquiring Vocabulary for Predictive Text Entry through Dynamic Reuse of a Small User Corpus,0
03,A Word-Order Database for Testing Computational Models of Language Acquisition,7
03,Accurate Unlexicalized Parsing,468
03,Deep Syntactic Processing by Combining Shallow Methods,14
03,"Is it Harder to Parse Chinese, or the Chinese Treebank?",55
03,Feedback Cleaning of Machine Translation Rules Using Automatic Evaluation,22
03,Exploiting Parallel Texts for Word Sense Disambiguation: An Empirical Study,44
03,Learning the Countability of English Nouns from Corpus Data,24
03,A Syllable Based Word Recognition Model for Korean Noun Extraction,3
03,Morphological Analysis of a Large Spontaneous Speech Corpus in Japanese,5
03,Learning to Predict Pitch Accents and Prosodic Boundaries in Dutch,12
03,Text Chunking by Combining Hand-Crafted Rules and Memory-Based Learning,19
03,A SNoW Based Supertagger with Application to NP Chunking,9
03,An Expert Lexicon Approach to Identifying English Phrasal Verbs,9
03,Unsupervised Learning of Dependency Structure for Language Modeling,14
03,Using Model-Theoretic Semantic Interpretation to Guide Statistical Parsing and Word Recognition in a Spoken Language Interface,18
03,Towards a Resource for Lexical Semantics: A Large German Corpus with Extensive Semantic Annotation,45
03,Probabilistic Text Structuring: Experiments with Sentence Ordering,85
03,Towards a Model of Face-to-Face Grounding,99
03,Discourse Segmentation of Multi-Party Conversation,128
03,Proceedings of the ACL-2003 Student Research Workshop,2
03,An Ontology-based Semantic Tagger for IE system,5
03,On the Applicability of Global Index Grammars,0
03,Classifying Recognition Results for Spoken Dialog Systems,4
03,An Adaptive Approach to Collecting Multimodal Input,3
03,Finding Non-local Dependencies: Beyond Pattern Matching,4
03,A Novel Approach to Semantic Indexing Based on Concept,2
03,A Ranking Model of Proximal and Structural Text Retrieval Based on Region Algebra,8
03,Discourse Chunking: A Tool in Dialogue Act Tagging,9
03,"A Computational Treatment of Korean Temporal Markers, OE and DONGAN",0
03,Semantic Classification of Chinese Unknown Words,4
03,High-precision Identification of Discourse New and Unique Noun Phrases,21
03,Approaches to Zero Adnominal Recognition,3
03,ACL-03 Interactive Posters and Demonstrations,0
03,A Spoken Dialogue Interface for TV Operations based on Data Collected by using WOZ Method,1
03,Kiwi: A Multilingual Usage Consultation Tool based on Internet Searching,3
03,Towards Interactive Text Understanding,0
03,A Prototype Text to British Sign Language (BSL) Translation System,3
03,Integrating Information Extraction and Automatic Hyperlinking,1
03,Automatic Collection of Related Terms from the Web,17
03,iNeATS: Interactive Multi-Document Summarization,12
03,An Evaluation Method of Words Tendency using Decision Tree,0
03,A Speech Translation System with Mobile Wireless Clients,4
03,A Limited-Domain English to Japanese Medical Speech Translator Built Using REGULUS 2,13
03,Bilingual Terminology Acquisition from Comparable Corpora and Phrasal Translation to Cross-Language Information Retrieval ,10
03,Automatic Error Detection in the Japanese Learners' English Spoken Data,28
03,Dialog Navigator : A Spoken Dialog Q-A System based on Large Text Knowledge Base,7
03,Spoken Interactive ODQA System: SPIQA,7
03,Word Sense Disambiguation Using Pairwise Alignment,1
03,The FrameNet Data and Software,6
03,Automatic Acquisition of Named Entity Tagged Corpus from World Wide Web,6
03,Extraction and Verification of KO-OU Expressions from Large Corpora,0
03,A Debug Tool for Practical Grammar Development,3
03,A Speech Interface for Open-Domain Question-Answering,8
03,Deverbal Compound Noun Analysis Based on Lexical Conceptual Structure,2
03,Comparison between CFG Filtering Techniques for LTAG and HPSG,1
03,Automatic Detection of Grammar Elements that Decrease Readability,1
03,An Intelligent Procedure Assistant Built Using REGULUS 2 and ALTERF,8
03,Chinese Unknown Word Identification Using Character-based Tagging and Chunking,16
03,TotalRecall: A Bilingual Concordance for Computer Assisted Translation and Language Learning,7
03,Learning Non-Isomorphic Tree Mappings for Machine Translation,82
04,Front Matter,1
04,Optimization in Multimodal Interpretation,12
04,Constructivist Development of Grounded Construction Grammar,35
04,A Distributional Model of Semantic Context Effects in Lexical Processing,6
04,Analysis of Mixed Natural and Symbolic Input in Mathematical Dialogs,1
04,A TAG-based noisy-channel model of speech repairs,48
04,Attention Shifting for Parsing Speech,10
04,Discriminative Language Modeling with Conditional Random Fields and the Perceptron Algorithm,45
04,Statistical Modeling for Unit Selection in Speech Synthesis,9
04,Developing a Flexible Spoken Dialog System Using Simulation,32
04,Data-Driven Strategies for an Automated Dialogue System,15
04,Trainable Sentence Planning for Complex Information Presentations in Spoken Dialog Systems,29
04,User Expertise Modeling and Adaptivity in a Speech-Based E-Mail System,5
04,Discriminative Training of a Neural Network Statistical Parser,27
04,Parsing the WSJ Using CCG and Log-Linear Models,138
04,Incremental Parsing with the Perceptron Algorithm,89
04,Convolution Kernels with Feature Selection for Natural Language Processing Tasks,23
04,Improving Pronoun Resolution by Incorporating Coreferential Information of Candidates,16
04,A Mention-Synchronous Coreference Resolution Algorithm Based On the Bell Tree,73
04,Learning to Resolve Bridging References,30
04,Learning Noun Phrase Anaphoricity to Improve Conference Resolution: Issues in Representation and Optimization,25
04,A Joint Source-Channel Model for Machine Transliteration,84
04,Collocation Translation Acquisition Using Monolingual Corpora,8
04,Statistical Machine Translation with Word- and Sentence-Aligned Parallel Corpora,34
04,Finding Ideographic Representations of Japanese Names Written in Latin Script via Language Identification and Corpus Validation,18
04,Extracting Regulatory Gene Expression Networks From Pubmed,16
04,Linguistic Profiling for Authorship Recognition and Verification,18
04,An Empirical Study of Information Synthesis Task,0
04,Mining Metalinguistic Activity in Corpora to Create Lexical Resources Using Information Extraction Techniques: the MOP System,0
04,Optimizing Typed Feature Structure Grammar Parsing through Non-Statistical Indexing,1
04,Head-Driven Parsing for Word Lattices,7
04,Balancing Clarity and Efficiency in Typed Feature Logic Through Delaying,8
04,"Minimal Recursion Semantics as Dominance Constraints: Translation, Evaluation, and Analysis",22
04,Learning with Unlabeled Data for Text Categorization Using a Bootstrapping and a Feature Projection Technique,7
04,The Sentimental Factor: Improving Review Classification Via Human-Provided Information,36
04,A Sentimental Education: Sentiment Analysis Using Subjectivity Summarization Based on Minimum Cuts,334
04,Finding Predominant Word Senses in Untagged Text,133
04,Unsupervised Sense Disambiguation Using Bilingual Probabilistic Models,15
04,Chinese Verb Sense Discrimination Using an EM Clustering Model with Rich Linguistic Features,4
04,Relieving the data Acquisition Bottleneck in Word Sense Disambiguation,16
04,Enriching the Output of a Parser Using Memory-based Learning,17
04,Long-Distance Dependency Resolution in Automatically Acquired Wide-Coverage PCFG-Based LFG Approximations,63
04,Deep Dependencies from Context-Free Statistical Parsers: Correcting the Surface Dependency Approximation,33
04,A Study on Convolution Kernels for Shallow Statistic Parsing,74
04,Combining Acoustic and Pragmatic Features to Predict Recognition Performance in Spoken Dialogue Systems,42
04,Predicting Student Emotions in Computer-Human Tutoring Dialogues,65
04,Building Verb Predicates: A Computational View,10
04,Large-Scale Induction and Evaluation of Lexical Resources from the Penn-II Treebank,15
04,Inducing Frame Semantic Verb Classes from WordNet and LDOCE,11
04,"Paragraph-, Word-, and Coherence-based Approaches to Sentence Ranking: A Comparison of Algorithm and Human Performance",3
04,Evaluating Centering-Based Metrics of Coherence,16
04,Computing Locally Coherent Discourses,16
04,Generating Referring Expressions in Open Domains,27
04,Discovering Relations among Named Entities from Large Corpora,107
04,Dependency Tree Kernels for Relation Extraction,201
04,Classifying Semantic Relations in Bioscience Texts,47
04,Collective Information Extraction with Relational Markov Networks,54
04,Error Mining for Wide-Coverage Grammar Engineering,30
04,Alternative approaches for Generating Bodies of Grammar Rules,7
04,Adaptive Chinese Word Segmentation,27
04,Experiments in parallel-text based grammar induction,22
04,Corpus-Based Induction of Syntactic Structure: Models of Dependency and Constituency,113
04,Annealing Techniques For Unsupervised Statistical Language Learning,17
04,Multi-Engine Machine Translation with Voted Language Model,19
04,Aligning words using matrix factorisation,16
04,FSA: An Efficient and Flexible C++ Toolkit for Finite State Automata Using On-Demand Computation,25
04,Improving IBM Word Alignment Model 1,24
04,A Geometric View on Bilingual Lexicon Extraction from Comparable Corpora,20
04,Creating Multilingual Translation Lexicons with Regional Variations Using Web Corpora,10
04,Probabilistic Parsing Strategies,4
04,An Alternative Method of Training Probabilistic LR Parsers,3
04,Wrapping of Trees,0
04,Splitting Complex Temporal Questions for Question Answering Systems,14
04,Question Answering Using Constraint Satisfaction: QA-By-Dossier-With-Contraints,19
04,Applying Machine Learning to Chinese Temporal Relation Resolution,15
04,Multi-Criteria-based Active Learning for Named Entity Recognition,40
04,Weakly Supervised Learning for Cross-document Person Name Disambiguation Supported by Information Extraction,19
04,Automatic Evaluation of Machine Translation Quality Using Longest Common Subsequence and Skip-Bigram Statistics,72
04,A Unified Framework For Automatic Evaluation Using 4-Gram Co-occurrence Statistics,406
04,Extending the BLEU MT Evaluation Method with Frequency Weightings,35
04,Learning Word Sense With Feature Selection and Order Identification Capabilities,3
04,A Kernel PCA Method for Superior Word Sense Disambiguation,6
04,Using Linguistic Principles to Recover Empty Categories,14
04,Statistical Machine Translation by Parsing,0
04,Generalized Multitext Grammars,34
04,Identifying Agreement and Disagreement in Conversational Speech: Use of Bayesian Networks to Model Pragmatic Dependencies,55
04,Using Conditional Random Fields to Predict Pitch Accents in Conversational Speech,22
04,Acquiring the Meaning of Discourse Markers,11
04,FLSA: Extending Latent Semantic Analysis with Features for Dialogue Act Classification,26
04,Front Matter,1
04,Determining the Specificity of Terms using Compositional and Contextual Information,3
04,Minimizing the Length of Non-Mixed Initiative Dialogs,2
04,Searching for Topics in a Large Collection of Texts,0
04,Temporal Context: Applications and Implications for Computational Linguistics,0
04,Automatic Acquisition of English Topic Signatures Based on a Second Language,0
04,iSTART: Paraphrase Recognition,0
04,Towards a Semantic Classification of Spanish Verbs Based on Subcategorisation Information,5
04,Improving the Accuracy of Subcategorizations Acquired from Corpora,1
04,Robust VPE Detection using Automatically Parsed Text,0
04,A Machine Learning Approach to German Pronoun Resolution,4
04,Beyond N in N-gram Tagging,150
04,A Framework for Unsupervised Natural Language Morphology Induction,7
04,Front Matter,1
04,TransType2 - An Innovative Computer-Assisted Translation System,6
04,Improving Domain-Specific Word Alignment for Computer Assisted Translation,1
04,Constructing Transliteration Lexicons from Web Corpora,5
04,Subsentential Translation Memory for Computer Assisted Writing and Translation,2
04,Customizing Parallel Corpora at the Document Level,0
04,An Automatic Filter for Non-Parallel Texts,65
04,Exploiting Aggregate Properties of Bilingual Dictionaries For Distinguishing Senses of English Words and Inducing English Sense Clusters,0
04,Interactive grammar development with WCDG,3
04,Wide Coverage Symbolic Surface Realization,22
04,Part-of-Speech Tagging Considering Surface Form for an Agglutinative Language,1
04,Is Conceptual Combination Influenced by Word Order?,3
04,Corpus representativeness for syntactic information acquisition,1
04,Exploiting Unannotated Corpora for Tagging and Chunking,6
04,Improving Bitext Word Alignments via Syntax-based Reordering of English,2
04,Hierarchy Extraction based on Inclusion of Appearance,5
04,Knowledge intensive e-mail summarization in CARPANTA,0
04,Finding Anchor Verbs for Biomedical IE Using Predicate-Argument Structures,4
04,Resource Analysis for Question Answering,14
04,TANGO: Bilingual Collocational Concordancer ,5
04,"Graph-based Ranking Algorithms for Sentence Extraction, Applied to Text Summarization",62
04,Compiling Boostexter Rules into a Finite-state Transducer,0
04,"Combining Lexical, Syntactic, and Semantic Features with Maximum Entropy Models for Information Extraction",0
04,On the Equivalence of Weighted Finite-state Transducers,1
04,A New Feature Selection Score for Multinomial Naive Bayes Text Classification Based on KL-Divergence,9
04,Incorporating topic information into semantic analysis models,6
04,A Practical Solution to the Problem of Automatic Word Sense Induction,4
04,Automatic clustering of collocation for detecting practical sense boundary,1
04,Co-training for Predicting Emotions with Spoken Dialogue Data,14
04,Multimodal Database Access on Handheld Devices,1
04,Wysiwym with wider coverage,1
04,NLTK: The Natural Language Toolkit,9
04,Dyna: A Language for Weighted Dynamic Programming,19
04,MATCHkiosk: A Multimodal Interactive City Guide,7
04,Fragments and Text Categorization,1
05,Front Matter,1
05,A High-Performance Semi-Supervised Learning Method for Text Chunking,51
05,Scaling Conditional Random Fields Using Error-Correcting Codes,13
05,Logarithmic Opinion Pools for Conditional Random Fields,21
05,Supersense Tagging of Unknown Nouns Using Semantic Similarity,17
05,Learning Semantic Classes for Word Sense Disambiguation,36
05,The Role of Semantic Roles in Disambiguating Verb Senses,13
05,Aggregation Improves Learning: Experiments in Natural Language Generation for Intelligent Tutoring Systems,13
05,Empirically-based Control of Natural Language Generation,12
05,Towards Developing Generation Algorithms for Text-to-Text Applications,8
05,Probabilistic CFG with Latent Annotations,56
05,Probabilistic Disambiguation Models for Wide-Coverage HPSG Parsing,49
05,Online Large-Margin Training of Dependency Parsers,171
05,Pseudo-Projective Dependency Parsing,91
05,The Distributional Inclusion Hypotheses and Lexical Entailment,31
05,Seeing Stars: Exploiting Class Relationships for Sentiment Categorization with Respect to Rating Scales,141
05,Inducing Ontological Co-occurrence Vectors,10
05,Extracting Semantic Orientations of Words using Spin Model,47
05,Modeling Local Coherence: An Entity-Based Approach,69
05,Modelling the Substitutability of Discourse Connectives,3
05,Machine Learning for Coreference Resolution: From Local Classification to Global Ranking,28
05,Improving Pronoun Resolution Using Statistics-Based Semantic Compatibility Information,16
05,Coarse-to-Fine n-Best Parsing and MaxEnt Discriminative Reranking,219
